id,from_point_lat,from_point_lon,to_point_lat,to_point_lon
19414,19.25725,72.971981,19.00987,72.835443
9084,19.210831,72.874741,19.155149,72.867855
7557,12.906348,77.59955,12.920654,77.629819
11764,19.162934,72.839241,19.218331,72.97809
11134,19.155149,72.867855,19.259137,72.98444
24938,19.083599,72.845452,19.023767,73.025302
13443,19.163487,72.937551,19.11243,73.016653
2398,19.119677,72.905081,19.115491,72.872695
16766,26.120263,91.787204,26.185968,91.745364
16475,19.167502,73.072256,19.055809,73.018205
9199,,,19.012701,72.827554
8680,19.077064,72.998993,19.182755,72.840154
23385,19.143447,73.077367,19.160857,73.001356
5497,19.247104,72.975402,19.1548,72.856256
23032,19.168069,73.073876,18.995714,72.830253
8052,19.176207,72.864744,19.189386,72.849158
25304,19.146944,73.078066,19.0328,72.896357
21359,,,18.987202,72.829046
13128,19.077064,72.998993,19.148229,72.831251
25512,19.035145,72.866317,19.120537,72.926711
8689,,,19.214657,72.868672
12338,19.047322,73.069905,18.936238,72.838255
5527,19.197766,72.976137,19.218443,72.81462
10114,,,,
5624,19.216476,72.839573,19.115841,72.856397
17130,19.228354,72.970125,19.125239,72.87313
16810,19.040665,72.846932,18.93346,72.836388
20139,19.213214,72.863716,,
5722,19.120175,72.906554,19.163948,73.075304
5484,19.007642,73.015068,19.154655,72.856093
13167,19.211453,72.873722,18.977908,72.819019
18943,19.13789,72.821268,19.282598,72.86521
26210,19.255917,72.971042,19.17639,72.881112
14708,19.141033,72.854676,19.109529,73.018021
26568,19.012463,73.157208,19.110295,72.840969
13054,19.016736,72.829574,19.215424,72.834295
24976,,,,
19828,19.263117,72.96891,19.006942,72.831879
7572,,,19.230812,72.848927
12701,19.208453,73.094174,19.259137,72.98444
12599,19.224061,72.866647,19.070753,72.878132
17637,19.151605,72.937482,19.173967,72.845299
8703,19.161718,72.856088,19.147183,72.832842
7574,19.211453,72.873722,19.115491,72.872695
26577,19.01897,73.039236,19.119386,72.91164
6327,18.935287,72.82724,19.154655,72.856093
11477,19.136325,72.82766,19.157935,72.993476
15241,19.167502,73.072256,19.024365,72.844281
17879,19.168032,73.079981,18.988087,72.828761
23078,19.125363,72.999201,19.155149,72.867855
18679,19.162934,72.839241,18.995714,72.830253
11489,19.027526,73.101126,19.023444,73.038657
27474,19.166054,72.965479,19.129593,72.877686
18185,19.211453,72.873722,19.109529,73.018021
19282,19.224513,72.968202,19.173967,72.845299
26585,19.127511,73.007608,18.934662,72.836778
9768,19.255917,72.971042,19.127511,73.007608
7899,19.047322,73.069905,19.157935,72.993476
6533,19.030066,73.035114,19.106771,72.922542
5513,19.135575,72.813438,19.059811,72.829165
19670,19.120046,72.899716,19.148564,73.076892
22235,19.164652,73.074489,19.047322,73.069905
7901,19.04937,73.070023,19.108905,73.018321
7588,19.086618,73.003131,19.220538,72.841265
15519,19.316502,72.85524,19.176732,72.882753
20941,13.033643,80.250518,12.902125,80.218217
7337,19.232104,72.830314,19.126597,72.90619
16626,19.237562,73.125056,19.176732,72.882753
24669,19.228354,72.970125,19.059328,72.83515
19671,19.253298,72.972307,18.989086,72.814013
7518,19.232104,72.830314,19.112404,72.854222
22251,19.295327,72.869037,19.115491,72.872695
25000,19.106771,72.922542,19.136325,72.82766
19697,19.187971,72.963173,19.061396,72.860964
8692,19.207951,72.98656,19.176732,72.882753
24315,19.077193,72.862087,19.236967,72.967006
7987,19.155149,72.867855,19.115491,72.872695
10254,19.136325,72.82766,19.003885,72.827453
20575,18.986486,72.815359,19.146503,72.945984
25684,28.682407,77.064631,28.490872,77.081419
21400,19.093451,73.006501,19.254784,72.971168
21859,,,19.061022,72.863055
15930,19.170193,72.937567,19.174058,72.860746
20367,19.156511,72.963773,19.003885,72.827453
20058,19.169311,72.95941,19.060973,72.863089
12777,19.061478,73.003999,19.102571,72.919586
21172,,,19.176732,72.882753
7827,19.055809,73.018205,19.115491,72.872695
7717,19.200195,72.849656,19.115841,72.856397
6009,19.205781,72.834707,19.095916,72.840492
20574,18.987202,72.829046,19.150988,72.931525
23486,19.213798,72.981588,19.000258,72.823814
5758,19.01897,73.039236,19.136325,72.82766
8406,19.173707,73.069409,19.111062,72.865592
8796,19.255861,73.133784,19.124612,73.005095
27479,19.259137,72.98444,19.169055,72.858591
21402,19.167862,73.072315,,
20086,19.164652,73.074489,19.113907,72.872762
21741,19.215498,72.870731,19.115841,72.856397
21863,,,,
20936,19.168069,73.073876,19.098573,72.885005
21090,19.13343,72.913268,19.160857,73.001356
23130,19.15545,72.853769,19.237188,72.844136
22295,19.077064,72.998993,19.253933,72.867245
9992,19.116472,73.006858,19.141413,72.831148
19829,19.168427,73.073011,19.077064,72.998993
10791,19.178043,72.978535,19.000258,72.823814
22296,19.205716,73.09553,19.125239,72.87313
20250,19.157593,73.075983,19.103657,72.921754
5299,19.210831,72.874741,18.995735,72.826366
6317,19.294289,72.859896,19.224061,72.866647
8824,19.231044,72.863686,19.115491,72.872695
24702,19.024883,73.041911,19.198041,72.82593
20862,19.168032,73.079981,18.9995,72.823345
6799,19.060533,72.849348,19.068902,72.998001
5779,19.115466,72.902499,28.608206,77.206601
24349,19.007687,73.015959,19.072486,72.870803
19398,19.443423,72.822342,19.176564,72.883236
12907,19.211613,72.825787,18.995714,72.830253
18823,18.989572,72.813457,19.26521,72.873148
6402,,,19.06683,73.009105
15653,19.182458,72.954319,19.123198,72.913123
22298,19.038331,73.098077,19.079638,72.907012
9432,19.009422,73.019865,19.115491,72.872695
9122,19.054863,73.059713,19.009143,72.815728
21314,19.168032,73.079981,19.086466,72.896661
21431,19.295233,72.85439,19.155149,72.867855
15056,19.218331,72.97809,19.115491,72.872695
24704,19.165342,73.074458,19.208372,72.972496
10145,19.018217,72.827566,19.077926,72.862026
17824,19.143447,73.077367,19.034896,73.064389
8572,19.156511,72.963773,19.150988,72.931525
14412,18.945819,72.825699,19.15545,72.853769
21415,19.11538,72.909144,19.058679,72.844377
8137,19.177492,72.836557,19.240444,73.041143
21513,19.264622,72.967474,19.011058,72.82096
21874,19.247884,73.108405,19.278235,72.875917
8255,19.261765,73.122052,19.04984,72.876433
5694,19.011888,72.825699,19.155021,72.852933
21736,19.212276,72.986753,19.152626,72.855648
17934,19.007498,72.835941,19.187971,72.963173
17891,19.158664,72.994035,19.00987,72.835443
21825,19.202206,72.977877,19.111342,72.908387
17951,19.167862,73.072315,19.160062,73.003635
16864,19.0328,72.896357,22.307159,73.181219
8027,19.054863,73.059713,19.226661,72.983837
14214,19.219173,73.090265,19.112955,72.910102
15595,19.14115,72.843775,19.176732,72.882753
24713,19.042114,73.063901,19.179301,72.838593
22029,19.164652,73.074489,19.081587,72.898542
16680,19.172554,72.942537,19.164652,73.074489
8585,19.225868,72.828036,19.157188,72.94689
19353,19.163948,73.075304,19.117071,72.910666
21441,,,19.07309,72.858548
17169,,,19.127511,73.007608
27181,19.114495,72.895802,19.164652,73.074489
11018,19.182755,72.840154,19.136325,72.82766
7659,19.044651,72.91843,19.179214,72.990484
6930,19.038846,73.023186,,
7660,19.005634,73.015512,19.176732,72.882753
25686,19.230828,72.974107,19.104198,72.886795
21110,19.204321,72.968314,19.012658,72.824591
19836,19.198239,72.873702,19.171324,72.992146
24714,19.230812,72.848927,19.171058,72.835179
22274,19.281607,72.859235,19.176241,72.858335
24371,19.171782,72.870988,19.19824,72.949009
8590,19.153373,72.885516,19.061281,72.868388
10934,19.010554,73.02785,19.125618,72.917098
19896,19.267938,72.971154,19.156464,72.85416
21885,19.1069,72.859555,18.990528,72.813508
18000,19.070828,72.837221,18.957229,72.819669
19953,19.229807,72.896254,19.156464,72.85416
22521,19.167502,73.072256,19.108678,73.019795
11125,19.129784,72.856717,19.080886,72.847483
19997,19.180874,72.857456,19.155149,72.867855
8067,19.199821,72.842594,19.01897,73.039236
22541,19.256955,72.983598,19.00987,72.835443
17576,19.033654,73.06565,19.06022,72.864582
5033,19.115491,72.872695,19.118294,73.027588
21890,19.168069,73.073876,19.119677,72.905081
10624,19.226661,72.983837,19.154655,72.856093
21883,19.060933,73.011563,19.113953,73.012529
18546,19.118202,72.885284,19.003885,72.827453
22549,19.266046,72.98455,19.00987,72.835443
22602,19.097074,73.011748,19.061396,72.860964
7676,19.072826,72.860894,19.119996,72.870059
9806,19.165628,72.834839,19.162934,72.839241
10212,19.156511,72.963773,19.006396,72.833292
8151,19.107613,72.899218,19.127511,73.007608
10143,19.287289,72.867693,19.154325,72.853035
8793,19.199821,72.842594,19.119677,72.905081
22756,19.164652,73.074489,19.064318,73.00035
9026,19.115841,72.856397,19.180388,72.831729
22810,19.148158,73.077622,19.103059,72.923171
25437,19.164815,73.074056,19.10773,72.880132
7018,19.219958,72.958684,18.994092,72.832853
5114,19.059321,73.003999,19.15545,72.853769
22074,19.063061,72.998905,19.164652,73.074489
17173,,,19.119677,72.905081
19139,19.211453,72.873722,19.008615,72.83634
23046,19.168069,73.073876,19.108678,73.019795
13447,18.982199,72.838255,19.118294,73.027588
21341,19.03058,73.066092,18.97935,72.820064
11160,19.168505,72.845917,19.116654,72.854494
17511,19.272503,72.861148,19.094896,72.886525
18538,19.118235,72.885249,19.003885,72.827453
24730,19.148564,73.076892,18.919225,73.327722
11661,28.527958,77.289785,28.459497,77.026638
7021,19.037921,72.922757,19.1261,72.8737
18929,19.159557,73.000106,19.118294,73.027588
24732,19.184019,72.951622,19.14559,72.855287
14132,19.150195,72.99969,19.108678,73.019795
20340,19.176732,72.882753,,
8946,19.170282,72.869895,19.136325,72.82766
10992,19.228514,72.848382,19.071087,72.863069
5307,19.055694,72.831896,19.103059,72.923171
16367,19.0328,72.896357,19.115491,72.872695
11633,19.187971,72.963173,19.064455,72.861261
4916,,,19.079638,72.907012
23056,19.255917,72.971042,19.15545,72.853769
23090,19.15545,72.853769,19.211791,72.868078
23103,19.26042,72.968663,19.15545,72.853769
21434,19.287289,72.867693,19.25299,72.866594
17591,19.156511,72.963773,18.94132,72.8341
11179,19.157935,72.993476,19.11538,72.909144
5035,19.119864,72.847233,19.118294,73.027588
11647,19.226956,73.155411,19.109529,73.018021
6095,19.079407,72.842606,19.408226,73.264617
27270,19.25167,73.160642,19.108678,73.019795
11429,19.269491,72.965199,19.107273,72.880932
23841,19.184019,72.951622,19.169055,72.858591
4919,19.120322,72.906818,19.079638,72.907012
22309,19.152626,72.855648,19.272094,72.867295
6307,19.142272,72.843548,19.300896,72.864069
11316,19.016465,73.041266,19.080886,72.847483
12285,19.055809,73.018205,19.117301,72.88404
24245,19.309341,72.859119,19.152626,72.855648
6636,12.946653,77.622825,12.962026,77.59947
8948,,,19.019252,73.025031
9519,19.209296,72.831608,19.107129,72.862387
21445,19.117114,72.926901,19.022801,73.039505
18767,19.031468,73.061866,19.248021,72.978584
18972,19.143846,72.934425,19.1548,72.856256
25557,19.205716,73.09553,18.9506,72.838255
22338,19.076027,72.902149,19.05975,72.85917
10505,19.20859,73.012486,19.155149,72.867855
14613,19.030066,73.035114,18.977908,72.819019
8028,19.210831,72.874741,19.17125,72.835027
12433,19.21388,72.851589,19.1138,72.859148
5194,,,19.154655,72.856093
17743,19.174415,73.069304,19.205716,73.09553
25559,19.016622,73.096602,19.122514,72.872322
9368,18.995404,73.116649,19.068789,72.870265
7024,19.381859,72.831331,19.1154,72.860641
12835,19.240331,73.13054,19.157935,72.993476
14704,19.196177,72.807234,19.10314,72.916174
7736,19.150269,72.853025,19.215025,72.846378
11463,19.213678,72.990345,19.072076,72.876319
21442,19.075389,72.997172,19.15545,72.853769
12837,19.03248,72.866768,19.111841,72.910729
17283,19.087488,72.844253,19.155021,72.852933
24450,19.035723,73.0741,19.115994,72.893415
22362,19.033654,73.06565,19.081891,72.858152
9375,19.230291,72.857682,19.157201,72.94698
23194,,,19.117796,72.871158
26944,19.206418,72.84003,19.17291,72.836012
6196,19.287102,72.86743,19.175312,72.831746
17429,19.196392,72.987468,19.055736,72.851345
20510,18.991488,73.116151,19.060202,72.862827
11689,12.98175,77.636609,12.936285,77.6128
20160,19.147864,73.078446,19.033654,73.06565
5810,17.407315,78.477858,17.427061,78.331193
24711,19.174415,73.069304,18.93526,72.837151
24899,19.271236,72.966911,19.174058,72.860746
25688,19.284674,72.871856,19.063593,72.862348
5812,19.153811,72.950486,19.117393,72.909099
5360,19.012656,73.037113,19.027049,72.837849
25022,19.125363,72.999201,19.115491,72.872695
6499,19.280697,72.87618,19.234076,72.856782
25029,19.164652,73.074489,19.120046,72.899716
25689,19.211427,72.976298,19.122057,72.829738
25249,19.167502,73.072256,19.093844,72.922618
21833,19.256955,72.983598,19.129549,72.893005
5358,19.226661,72.983837,19.113645,72.869734
25257,19.27462,72.864471,19.063574,72.862419
13967,19.168032,73.079981,19.107382,72.840284
11706,19.15545,72.853769,19.172554,72.942537
14062,19.076277,72.8654,19.115773,73.001307
10037,19.119075,72.895115,18.992748,72.831068
6545,19.199821,72.842594,19.178043,72.978535
19838,19.205716,73.09553,19.115491,72.872695
5764,19.077064,72.998993,19.119677,72.905081
22565,19.271236,72.966911,19.111342,72.908387
17943,19.216536,73.086865,19.168032,73.079981
22687,19.243914,72.864989,19.005959,72.817934
21386,19.182755,72.840154,19.154655,72.856093
6751,19.256955,72.983598,19.118421,72.863997
6654,19.2855,72.869645,19.174058,72.860746
15787,19.298708,73.052546,19.051687,72.91948
14625,19.266046,72.98455,19.15545,72.853769
12251,19.259137,72.98444,19.015847,72.827997
25750,19.168032,73.079981,19.076277,72.8654
7351,19.146478,72.938594,19.125239,72.87313
7466,19.035577,73.022817,19.0328,72.896357
6530,19.295589,72.858499,,
19725,19.255917,72.971042,19.15545,72.853769
6736,19.016622,73.096602,19.109771,72.858267
4960,19.116472,73.006858,19.152626,72.855648
8063,19.199821,72.842594,19.199821,72.842594
8185,18.54939,73.905391,18.575078,73.741093
5080,19.054472,72.84755,18.932245,72.826438
11792,19.171614,72.843798,19.114741,72.859708
11035,19.063133,72.998918,19.051572,72.834631
11714,19.259704,72.851457,19.060805,72.865381
23034,19.294289,72.859896,19.15545,72.853769
5156,19.287139,72.868842,19.141322,72.830952
5996,19.016622,73.096602,19.11011,72.877507
22201,19.125363,72.999201,19.12523,72.926646
8713,19.17639,72.881112,19.12876,72.93262
11036,19.233905,72.856364,19.099692,72.916312
10194,19.156511,72.963773,19.01897,73.039236
5781,19.214785,72.977449,18.954274,72.801325
10357,19.083978,72.838077,19.115841,72.856397
22410,19.081311,72.858892,19.035723,73.0741
25982,19.070648,73.070427,19.129549,72.893005
8813,19.224061,72.866647,19.126657,72.876655
11039,19.097355,72.916917,18.934511,72.825211
27172,19.131171,72.819556,18.97159,72.815025
26153,19.136122,72.870245,19.173507,72.831654
10731,19.172554,72.942537,19.103503,72.883996
22444,19.226661,72.983837,19.115491,72.872695
9446,19.145738,72.989208,18.989401,73.117516
26166,19.155107,73.078723,19.085132,72.891135
14559,19.211453,72.873722,18.977908,72.819019
6468,19.277453,72.872615,19.103247,72.836766
11047,19.070226,72.833962,19.036303,72.842266
15830,18.958087,72.81111,19.119677,72.905081
7973,19.20137,72.972446,19.107491,72.90176
22524,19.155149,72.867855,18.99505,72.831223
7785,18.989325,73.122294,19.111814,72.91059
9460,28.715873,77.191074,27.897394,78.088013
17559,19.168032,73.079981,19.039489,72.859709
4893,19.115529,72.927246,18.928611,72.822101
5480,19.228979,72.857335,18.94579,72.838241
9557,19.238485,72.992608,19.060692,72.83625
11152,19.215654,72.81839,19.074033,72.855438
11049,19.15545,72.853769,19.115841,72.856397
19036,19.078878,72.850031,19.162934,72.839241
18014,19.167703,73.07434,19.112048,72.870578
19055,,,19.175623,72.83881
25782,19.174415,73.069304,19.068789,72.870265
11981,19.217725,73.089248,19.213678,72.990345
22361,19.222446,73.143812,18.971839,72.843602
10745,19.210596,72.862487,19.119215,72.847039
11947,19.280481,72.861887,19.107491,72.90176
19060,19.242051,72.971154,19.158597,72.999017
25784,19.168069,73.073876,19.11005,72.925278
18156,19.246164,72.850906,19.076277,72.8654
23179,19.15545,72.853769,19.305601,72.859376
8181,19.077064,72.998993,19.199821,72.842594
11058,19.252903,72.844163,19.077394,72.85142
11704,19.267938,72.971154,19.126657,72.876655
7135,12.906348,77.59955,12.942117,77.575361
8935,19.136325,72.82766,18.937156,72.840449
16844,19.024036,73.02255,18.916338,72.817627
23516,19.199827,72.820064,19.07025,72.847493
23736,19.219177,73.09027,19.118294,73.027588
5663,19.061478,73.003999,19.011058,72.82096
7816,19.185806,72.833047,19.095499,72.828055
11004,19.178043,72.978535,19.173211,72.835778
17248,19.02444,72.867056,19.15545,72.853769
5025,28.520482,77.201521,28.494146,77.080909
12106,19.230828,72.974107,19.126597,72.90619
22183,19.067454,72.994835,,
7999,19.048324,73.008462,19.208715,72.971548
7822,18.590373,73.818543,18.551563,73.950968
26306,19.167502,73.072256,19.117796,72.871158
5142,19.179548,72.945685,19.013248,72.817024
16601,19.034036,73.019533,19.12365,72.892389
18810,19.150988,72.931525,19.155149,72.867855
26362,19.093844,72.922618,19.163883,73.073828
22425,19.095196,73.006827,19.069623,72.858461
8893,19.063133,72.998918,19.01071,72.831387
16694,19.295589,72.858499,19.226661,72.983837
23804,19.170426,73.025216,19.152626,72.855648
20051,19.021325,72.831062,19.120537,72.926711
4904,19.13343,72.913268,19.233765,72.94458
16144,19.125363,72.999201,19.060692,72.83625
21060,19.253298,72.972307,18.99872,72.825971
22427,19.148564,73.076892,,
12253,19.267938,72.971154,19.123227,72.871435
19173,19.205939,72.873596,19.109529,73.018021
12438,19.188116,72.963599,19.068484,72.86844
7842,19.279855,72.874071,19.186141,72.835283
23429,19.262839,72.968213,19.113577,72.913164
10928,19.169055,72.858591,19.160857,73.001356
26587,19.127511,73.007608,19.168069,73.073876
23455,19.072306,73.000677,19.10358,72.884559
23507,19.168069,73.073876,19.015847,72.827997
23962,19.148158,73.077622,19.066101,73.000192
12915,19.177311,72.870792,19.062924,72.863984
26654,19.168032,73.079981,19.178245,72.96057
10857,19.110608,72.832553,18.943086,72.827176
7849,19.129128,72.819791,19.117301,72.88404
14093,19.034637,73.066353,,
26674,19.144275,72.93762,19.154655,72.856093
12627,19.292879,72.849322,19.07169,72.834127
26816,19.164652,73.074489,19.086501,72.888839
15907,19.018551,72.836369,19.127511,73.007608
14775,19.258365,72.85311,19.15545,72.853769
7650,19.210831,72.874741,19.010711,72.821026
14067,19.09981,72.999322,19.118294,73.027588
7853,19.077064,72.998993,19.119677,72.905081
22043,19.25601,72.858746,19.106771,72.922542
25861,19.148564,73.076892,19.037921,72.922757
5772,,,18.932471,72.831518
20546,28.672818,77.386284,28.491154,77.080802
26871,19.164815,73.074056,19.125064,72.893047
11081,22.593724,88.387396,22.533661,88.390152
12887,19.391928,72.839732,19.137026,72.85497
14091,19.048419,73.065456,19.072486,72.870803
14243,19.018558,73.017652,18.99553,72.81518
5854,19.070954,73.072891,19.15545,72.853769
25864,19.091182,72.920864,19.205607,73.107566
19250,19.047646,73.070131,19.115491,72.872695
27144,19.155107,73.078723,19.116612,72.910285
20179,19.163948,73.075304,19.13141,72.855698
22376,19.294289,72.859896,19.110201,73.017458
14671,19.035771,73.061577,19.182755,72.840154
20391,19.246164,72.850906,19.155021,72.852933
10882,19.066302,72.823065,19.138714,72.831285
27209,19.168069,73.073876,18.971839,72.843602
23123,19.271859,72.962936,19.171167,72.858308
24237,19.126597,72.90619,19.174358,72.844616
14337,19.162898,72.88367,19.064455,72.861261
12977,19.23527,72.976255,19.12365,72.892389
7941,19.065711,73.010132,19.123198,72.913123
20335,19.199909,72.861583,19.11538,72.909144
17453,19.170392,72.874698,19.1154,72.860641
19023,19.212254,72.839235,19.18184,72.834956
13359,19.148878,72.996987,19.174058,72.860746
8435,19.050401,73.065618,19.0328,72.896357
6982,19.164796,72.849548,19.267938,72.971154
20468,19.048017,72.827291,18.988087,72.828761
27596,19.168069,73.073876,19.021324,72.842418
21394,19.27795,72.859856,19.018044,72.84362
10743,19.287139,72.868842,18.932245,72.826438
8316,19.294316,72.860956,19.066867,72.865089
15926,12.891738,77.608368,12.987039,77.736204
24062,19.169055,72.858591,19.08438,72.884309
5672,19.184922,72.834041,19.171903,72.956484
22985,19.29294,72.871552,19.110884,72.886184
7098,,,19.127511,73.007608
23395,19.232231,72.969918,18.9995,72.823345
5568,,,,
20655,19.294289,72.859896,19.122514,72.872322
23959,19.287203,72.86753,19.154186,72.853759
24077,19.148158,73.077622,19.083312,72.906075
19021,19.226463,72.838255,19.173507,72.831654
5075,19.060726,72.846737,19.103528,72.887962
24079,19.086618,73.003131,19.017356,73.105237
8514,,,,
5452,19.146862,72.988213,,
22388,,,19.176413,72.882614
6806,19.111728,72.865578,18.921984,72.834654
7112,19.278235,72.875917,19.047322,73.069905
13342,19.0328,72.896357,19.076277,72.8654
15248,19.096378,72.856399,18.992748,72.831068
13507,19.146705,72.857087,18.999428,72.815645
8504,19.112385,72.866988,19.230828,72.974107
27257,19.112193,73.016871,19.168032,73.079981
7883,19.077064,72.998993,19.068789,72.870265
15912,19.145396,73.076916,19.118294,73.027588
20718,19.236967,72.967006,19.15545,72.853769
16962,19.150544,72.948351,19.15545,72.853769
27277,19.168069,73.073876,19.091182,72.920864
9473,19.059345,73.003348,19.059345,73.003348
21407,19.187703,72.962863,,
24541,19.147793,73.076699,19.160857,73.001356
6157,19.230246,72.977214,19.119996,72.870059
18122,19.047322,73.069905,19.086641,72.907991
5461,18.971839,72.843602,19.094896,72.886525
25905,19.155363,72.999011,19.148158,73.077622
5523,19.005634,73.015512,19.1548,72.856256
19027,19.17639,72.881112,19.403109,72.82312
21173,19.030066,73.035114,19.116299,72.908828
12001,,,,
19457,19.063061,72.998905,19.125239,72.87313
24092,19.139423,72.861228,19.214153,73.099737
21202,19.047322,73.069905,18.988087,72.828761
8279,19.174058,72.860746,18.992644,72.836417
23525,19.086657,72.894661,18.992984,72.826095
7893,19.111211,72.849866,19.189293,72.837507
8158,19.060692,72.83625,19.15545,72.853769
22270,,,19.120046,72.899716
23527,19.180874,72.857456,19.080684,72.898411
27432,19.105521,72.922198,19.168069,73.073876
16623,19.223378,72.840788,19.002746,72.829969
16996,19.195436,72.970352,19.005387,72.821672
10566,19.118746,72.937365,19.103987,72.869814
13750,19.108077,72.928304,19.116307,73.007948
25909,19.168069,73.073876,19.766288,74.47802
11213,19.11538,72.909144,18.93346,72.836388
27539,19.164652,73.074489,19.111841,72.910729
23541,19.293237,72.873084,19.068789,72.870265
20553,19.25801,72.864481,19.198769,72.856717
8209,19.120352,72.890881,19.182755,72.840154
14160,19.112092,72.855318,19.031652,73.100353
18007,19.168032,73.079981,19.160857,73.001356
14222,18.99944,72.819421,19.115773,73.001307
7235,18.592107,73.76287,18.590513,73.735236
10754,19.009422,73.019865,18.992748,72.831068
27489,19.10773,72.880132,19.01897,73.039236
10944,19.269284,72.967788,19.269284,72.967788
19272,19.301779,72.85026,19.112193,73.016871
4924,19.15545,72.853769,19.10308,73.010641
6489,19.072306,73.000677,19.108345,72.858916
11343,18.975094,73.052334,19.090806,72.907667
11602,19.283573,72.872207,19.115491,72.872695
27753,19.167081,72.858922,19.127511,73.007608
13772,19.159287,72.990309,19.054352,72.850178
24119,19.168069,73.073876,19.230291,72.857682
6818,19.287139,72.868842,19.157935,72.993476
25525,19.066549,73.069304,19.115841,72.856397
25918,18.934662,72.836778,19.093844,72.922618
15197,19.182755,72.840154,19.068789,72.870265
27818,19.033405,73.029508,19.060805,72.865381
9743,19.140512,72.842156,19.063133,72.998918
22278,19.050124,73.078158,,
27825,19.167321,72.876765,19.07126,72.876399
25589,19.271042,72.871985,19.111841,72.910729
19151,19.153811,72.950486,19.126027,72.872871
27830,,,19.095828,72.840105
7908,,,19.146237,72.856246
11150,19.215681,72.818543,19.07937,72.85626
7734,19.279855,72.874071,19.065156,72.864797
23763,19.182755,72.840154,19.15545,72.853769
15026,19.231044,72.863686,19.009398,72.835764
10953,19.070286,72.863324,,
27840,19.148158,73.077622,19.187703,72.962863
8488,19.295233,72.85439,19.007498,72.835941
25794,18.934662,72.836778,19.003885,72.827453
27866,18.934662,72.836778,19.203706,73.113488
9636,19.164652,73.074489,,
11304,19.220113,72.974845,19.061281,72.868388
15126,19.168647,72.835299,19.003885,72.827453
6065,19.199827,72.820064,12.954759,77.592779
12555,19.011277,73.012485,18.995759,72.836169
19611,19.204321,72.968314,18.999176,72.828572
14260,19.211453,72.873722,19.160857,73.001356
22268,19.103933,73.002959,19.078403,72.868109
24133,,,,
13828,19.236235,73.014724,19.176732,72.882753
18286,19.187971,72.963173,19.154655,72.856093
27875,28.619925,77.073217,28.54241,77.224429
14814,18.965566,72.81342,19.064455,72.861261
9641,19.126286,72.859317,19.157927,72.934445
6931,19.187003,73.09213,19.11538,72.909144
27885,19.164652,73.074489,19.028549,72.836504
26062,19.766637,74.476858,19.168069,73.073876
23790,19.109371,73.001881,19.005959,72.817934
8273,19.176218,72.861698,18.994441,72.83738
24138,,,19.014411,72.830532
13480,19.242051,72.971154,19.109529,73.018021
20466,19.164652,73.074489,19.103059,72.923171
14283,19.208378,72.982612,19.01897,73.039236
8386,19.272503,72.861148,19.164796,72.849548
14140,19.256439,72.854634,19.155149,72.867855
10081,19.182755,72.840154,19.090806,72.907667
14818,,,19.061777,72.85953
6265,19.403868,72.829392,19.141322,72.830952
15975,19.007928,72.844346,19.111613,72.925618
23797,19.150195,72.99969,19.116612,72.910285
22870,19.174495,73.068572,19.204321,72.968314
16826,19.294289,72.859896,19.086486,72.88875
15666,19.20063,72.871724,19.016206,72.827213
6957,19.230382,72.823706,19.111824,72.860754
8437,19.211453,72.873722,19.081509,72.837676
24142,19.204116,73.094389,19.107211,73.026863
8260,19.074509,72.996599,18.925573,72.824222
20256,19.279855,72.874071,19.119996,72.870059
27888,19.123198,72.913123,19.164652,73.074489
25930,19.255917,72.971042,19.128301,72.895123
15369,19.128097,72.85937,19.17639,72.881112
23814,19.147864,73.078446,19.054193,72.893423
23021,19.269006,72.965594,19.15545,72.853769
23093,19.253298,72.972307,19.169055,72.858591
9254,19.115491,72.872695,19.155149,72.867855
9652,19.247437,72.847117,19.184885,72.829946
27895,19.121468,73.00363,19.113731,72.861194
17881,19.060152,72.898595,19.176732,72.882753
8676,19.10374,72.851585,19.215424,72.834295
15469,19.084896,73.00182,19.026553,72.854716
19061,19.245771,72.980012,19.158597,72.999017
6995,19.287139,72.868842,19.079638,72.907012
23338,,,18.928193,72.822118
4892,19.228979,72.857335,19.127511,73.007608
17390,19.01691,72.847252,19.125363,72.999201
7917,19.03951,73.070449,19.020731,72.829946
25824,19.226661,72.983837,19.108257,72.879292
23148,19.253298,72.972307,19.155149,72.867855
25933,19.217794,73.083864,19.115561,72.847576
21224,19.206064,72.981714,19.00987,72.835443
16027,19.156511,72.963773,19.01013,72.820846
6070,19.106771,72.922542,19.068789,72.870265
5508,19.116731,72.902401,19.15545,72.853769
23159,19.168069,73.073876,19.117363,72.880067
5329,,,19.154655,72.856093
6139,19.137538,72.829464,19.15545,72.853769
27901,19.080826,72.853131,19.227627,72.973817
9396,19.13036,72.933042,19.15545,72.853769
14465,19.18315,72.942596,19.18363,72.831728
9325,19.226661,72.983837,18.987202,72.829046
25907,19.068902,72.998001,19.024365,72.844281
7494,,,19.16458,72.834917
18172,19.187971,72.963173,19.003885,72.827453
4992,19.11538,72.909144,19.109771,72.858267
5049,19.099711,72.916425,18.938338,72.832682
6321,19.163487,72.937551,19.15545,72.853769
7927,19.030066,73.035114,19.153837,72.962494
16863,19.190492,72.863942,19.21111,72.971674
6582,18.958085,72.831843,19.061259,72.85975
23825,19.165822,73.075433,19.177227,72.971853
13557,19.038338,73.070835,19.118294,73.027588
22373,19.261265,72.97262,19.109771,72.858267
